3840	1080	0.5	0.427
3840	1080	0.501	0.427
3840	1080	0.501	0.427
3840	1080	0.501	0.426
3840	1080	0.501	0.427
3840	1080	0.501	0.427
3840	1080	0.501	0.427
3840	1080	0.501	0.427
3840	1080	0.501	0.426
3840	1080	0.5	0.426
3840	1080	0.5	0.426
3840	1080	0.499	0.426
3840	1080	0.498	0.426
3840	1080	0.498	0.426
3840	1080	0.497	0.425
3840	1080	0.496	0.425
3840	1080	0.495	0.425
3840	1080	0.495	0.424
3840	1080	0.494	0.423
3840	1080	0.494	0.423
3840	1080	0.493	0.423
3840	1080	0.493	0.423
3840	1080	0.492	0.423
3840	1080	0.493	0.422
3840	1080	0.493	0.42
3840	1080	0.493	0.419
3840	1080	0.494	0.418
3840	1080	0.494	0.417
3840	1080	0.494	0.415
3840	1080	0.493	0.414
3840	1080	0.493	0.414
3840	1080	0.493	0.414
3840	1080	0.492	0.414
3840	1080	0.492	0.415
3840	1080	0.491	0.415
3840	1080	0.491	0.415
3840	1080	0.491	0.414
3840	1080	0.491	0.414
3840	1080	0.491	0.414
3840	1080	0.491	0.414
3840	1080	0.492	0.414
3840	1080	0.493	0.414
3840	1080	0.494	0.414
3840	1080	0.494	0.414
3840	1080	0.495	0.414
3840	1080	0.496	0.414
3840	1080	0.498	0.415
3840	1080	0.499	0.415
3840	1080	0.5	0.416
3840	1080	0.5	0.417
3840	1080	0.501	0.419
3840	1080	0.502	0.421
3840	1080	0.503	0.424
3840	1080	0.504	0.427
3840	1080	0.504	0.429
3840	1080	0.505	0.431
3840	1080	0.506	0.432
3840	1080	0.507	0.433
3840	1080	0.507	0.433
3840	1080	0.508	0.432
3840	1080	0.509	0.433
3840	1080	0.509	0.433
3840	1080	0.509	0.435
3840	1080	0.509	0.437
3840	1080	0.51	0.439
3840	1080	0.51	0.442
3840	1080	0.51	0.445
3840	1080	0.51	0.446
3840	1080	0.51	0.45
3840	1080	0.51	0.454
3840	1080	0.51	0.459
3840	1080	0.51	0.464
3840	1080	0.51	0.468
3840	1080	0.51	0.471
3840	1080	0.51	0.475
3840	1080	0.51	0.48
3840	1080	0.511	0.482
3840	1080	0.511	0.484
3840	1080	0.511	0.484
3840	1080	0.511	0.483
3840	1080	0.511	0.482
3840	1080	0.511	0.481
3840	1080	0.511	0.48
3840	1080	0.511	0.479
3840	1080	0.511	0.479
3840	1080	0.511	0.48
3840	1080	0.511	0.481
3840	1080	0.511	0.482
3840	1080	0.511	0.485
3840	1080	0.511	0.487
3840	1080	0.511	0.489
3840	1080	0.511	0.492
3840	1080	0.512	0.495
3840	1080	0.512	0.499
3840	1080	0.513	0.503
3840	1080	0.513	0.508
3840	1080	0.514	0.511
3840	1080	0.514	0.517
3840	1080	0.514	0.52
3840	1080	0.514	0.521
3840	1080	0.514	0.52
3840	1080	0.514	0.518
3840	1080	0.514	0.516
3840	1080	0.514	0.513
3840	1080	0.513	0.511
3840	1080	0.512	0.512
3840	1080	0.512	0.512
3840	1080	0.511	0.512
3840	1080	0.511	0.512
3840	1080	0.511	0.512
3840	1080	0.511	0.512
3840	1080	0.512	0.513
3840	1080	0.512	0.513
3840	1080	0.513	0.512
3840	1080	0.513	0.512
3840	1080	0.514	0.511
3840	1080	0.514	0.509
3840	1080	0.513	0.506
3840	1080	0.513	0.504
3840	1080	0.513	0.501
3840	1080	0.513	0.5
3840	1080	0.512	0.496
3840	1080	0.512	0.492
3840	1080	0.511	0.49
3840	1080	0.51	0.488
3840	1080	0.51	0.485
3840	1080	0.509	0.482
3840	1080	0.509	0.481
3840	1080	0.508	0.478
3840	1080	0.508	0.476
3840	1080	0.507	0.473
3840	1080	0.507	0.471
3840	1080	0.506	0.469
3840	1080	0.506	0.469
3840	1080	0.505	0.467
3840	1080	0.505	0.464
3840	1080	0.505	0.461
3840	1080	0.505	0.459
3840	1080	0.505	0.457
3840	1080	0.505	0.457
3840	1080	0.505	0.457
3840	1080	0.504	0.457
3840	1080	0.504	0.456
3840	1080	0.503	0.455
3840	1080	0.503	0.454
3840	1080	0.503	0.453
3840	1080	0.503	0.451
3840	1080	0.503	0.451
3840	1080	0.503	0.45
3840	1080	0.504	0.448
3840	1080	0.504	0.447
3840	1080	0.504	0.445
3840	1080	0.504	0.445
3840	1080	0.504	0.443
3840	1080	0.504	0.442
3840	1080	0.504	0.442
3840	1080	0.504	0.441
3840	1080	0.504	0.441
3840	1080	0.504	0.441
3840	1080	0.504	0.441
3840	1080	0.504	0.441
3840	1080	0.504	0.44
3840	1080	0.504	0.441
3840	1080	0.503	0.441
3840	1080	0.503	0.44
3840	1080	0.503	0.44
3840	1080	0.503	0.44
3840	1080	0.504	0.44
3840	1080	0.504	0.441
3840	1080	0.505	0.443
3840	1080	0.506	0.446
3840	1080	0.506	0.448
3840	1080	0.508	0.454
3840	1080	0.51	0.458
3840	1080	0.511	0.462
3840	1080	0.513	0.464
3840	1080	0.515	0.464
3840	1080	0.516	0.463
3840	1080	0.518	0.461
3840	1080	0.52	0.459
3840	1080	0.521	0.455
3840	1080	0.523	0.452
3840	1080	0.524	0.45
3840	1080	0.525	0.449
3840	1080	0.526	0.448
3840	1080	0.527	0.447
3840	1080	0.528	0.446
3840	1080	0.528	0.445
3840	1080	0.529	0.444
3840	1080	0.529	0.443
3840	1080	0.529	0.443
3840	1080	0.53	0.441
3840	1080	0.529	0.44
3840	1080	0.529	0.438
3840	1080	0.529	0.438
3840	1080	0.529	0.437
3840	1080	0.529	0.436
3840	1080	0.529	0.435
3840	1080	0.529	0.435
3840	1080	0.53	0.435
3840	1080	0.53	0.437
3840	1080	0.53	0.438
3840	1080	0.53	0.439
3840	1080	0.53	0.439
3840	1080	0.53	0.439
3840	1080	0.531	0.438
3840	1080	0.53	0.437
3840	1080	0.53	0.434
3840	1080	0.529	0.431
3840	1080	0.528	0.429
3840	1080	0.527	0.427
3840	1080	0.526	0.425
3840	1080	0.524	0.426
3840	1080	0.524	0.427
3840	1080	0.524	0.427
3840	1080	0.523	0.427
3840	1080	0.523	0.426
3840	1080	0.522	0.425
3840	1080	0.521	0.425
3840	1080	0.52	0.426
3840	1080	0.52	0.426
3840	1080	0.519	0.426
3840	1080	0.519	0.425
3840	1080	0.519	0.424
3840	1080	0.519	0.423
3840	1080	0.519	0.423
3840	1080	0.518	0.423
3840	1080	0.518	0.424
3840	1080	0.517	0.424
3840	1080	0.517	0.425
3840	1080	0.517	0.425
3840	1080	0.516	0.425
3840	1080	0.516	0.425
3840	1080	0.515	0.425
3840	1080	0.515	0.425
3840	1080	0.515	0.425
3840	1080	0.515	0.425
3840	1080	0.515	0.425
3840	1080	0.515	0.425
3840	1080	0.516	0.424
3840	1080	0.516	0.423
3840	1080	0.517	0.423
3840	1080	0.517	0.422
3840	1080	0.517	0.42
3840	1080	0.517	0.419
3840	1080	0.518	0.419
3840	1080	0.518	0.419
3840	1080	0.518	0.419
3840	1080	0.518	0.419
3840	1080	0.517	0.419
3840	1080	0.517	0.42
3840	1080	0.517	0.421
3840	1080	0.517	0.421
3840	1080	0.517	0.422
3840	1080	0.517	0.423
3840	1080	0.518	0.424
3840	1080	0.518	0.425
3840	1080	0.517	0.425
3840	1080	0.517	0.426
3840	1080	0.515	0.426
3840	1080	0.514	0.426
3840	1080	0.512	0.427
3840	1080	0.51	0.427
3840	1080	0.509	0.428
3840	1080	0.507	0.429
3840	1080	0.506	0.429
3840	1080	0.504	0.429
3840	1080	0.503	0.429
3840	1080	0.503	0.428
3840	1080	0.502	0.428
3840	1080	0.502	0.427
3840	1080	0.502	0.426
3840	1080	0.502	0.426
3840	1080	0.501	0.427
3840	1080	0.501	0.427
3840	1080	0.501	0.427
3840	1080	0.501	0.427
3840	1080	0.502	0.427
3840	1080	0.501	0.427
3840	1080	0.5	0.426
3840	1080	0.499	0.426
3840	1080	0.498	0.425
3840	1080	0.498	0.425
3840	1080	0.497	0.425
3840	1080	0.497	0.425
3840	1080	0.497	0.425
3840	1080	0.498	0.425
3840	1080	0.499	0.425
3840	1080	0.499	0.426
3840	1080	0.5	0.426
3840	1080	0.5	0.427
3840	1080	0.5	0.427
3840	1080	0.5	0.428
3840	1080	0.5	0.429
3840	1080	0.5	0.429
3840	1080	0.499	0.429
3840	1080	0.499	0.429
3840	1080	0.498	0.429
3840	1080	0.498	0.429
3840	1080	0.497	0.429
3840	1080	0.496	0.428
3840	1080	0.496	0.428
3840	1080	0.495	0.428
3840	1080	0.495	0.427
3840	1080	0.495	0.427
3840	1080	0.495	0.426
3840	1080	0.495	0.426
3840	1080	0.496	0.425
3840	1080	0.496	0.425
3840	1080	0.497	0.424
3840	1080	0.498	0.424
3840	1080	0.498	0.424
3840	1080	0.498	0.424
3840	1080	0.499	0.425
3840	1080	0.499	0.425
3840	1080	0.499	0.425
3840	1080	0.499	0.425
3840	1080	0.499	0.426
3840	1080	0.5	0.426
3840	1080	0.5	0.427
3840	1080	0.501	0.427
3840	1080	0.501	0.428
3840	1080	0.501	0.429
3840	1080	0.502	0.43
3840	1080	0.503	0.431
3840	1080	0.503	0.432
3840	1080	0.503	0.433
3840	1080	0.503	0.433
3840	1080	0.503	0.433
3840	1080	0.502	0.433
3840	1080	0.502	0.433
3840	1080	0.502	0.433
3840	1080	0.502	0.434
3840	1080	0.502	0.434
3840	1080	0.503	0.435
3840	1080	0.503	0.436
3840	1080	0.504	0.437
3840	1080	0.504	0.437
3840	1080	0.505	0.437
3840	1080	0.505	0.437
3840	1080	0.505	0.436
3840	1080	0.505	0.436
3840	1080	0.506	0.435
3840	1080	0.506	0.435
3840	1080	0.506	0.434
3840	1080	0.506	0.434
3840	1080	0.507	0.434
3840	1080	0.507	0.434
3840	1080	0.507	0.434
3840	1080	0.507	0.434
3840	1080	0.507	0.434
3840	1080	0.507	0.434
3840	1080	0.507	0.434
3840	1080	0.507	0.434
3840	1080	0.507	0.434
3840	1080	0.507	0.434
3840	1080	0.507	0.434
3840	1080	0.507	0.433
3840	1080	0.507	0.433
3840	1080	0.507	0.433
3840	1080	0.507	0.433
3840	1080	0.507	0.433
3840	1080	0.507	0.433
3840	1080	0.507	0.434
3840	1080	0.507	0.436
3840	1080	0.507	0.438
3840	1080	0.507	0.44
3840	1080	0.507	0.441
3840	1080	0.507	0.443
3840	1080	0.507	0.445
3840	1080	0.507	0.446
3840	1080	0.507	0.447
3840	1080	0.507	0.448
3840	1080	0.507	0.449
3840	1080	0.507	0.45
3840	1080	0.507	0.452
3840	1080	0.507	0.453
3840	1080	0.506	0.455
3840	1080	0.506	0.457
3840	1080	0.506	0.459
3840	1080	0.507	0.461
3840	1080	0.507	0.462
3840	1080	0.508	0.463
3840	1080	0.511	0.467
3840	1080	0.509	0.465
3840	1080	0.513	0.469
3840	1080	0.516	0.469
3840	1080	0.519	0.468
3840	1080	0.521	0.468
3840	1080	0.523	0.467
3840	1080	0.526	0.467
3840	1080	0.529	0.466
3840	1080	0.531	0.466
3840	1080	0.534	0.467
3840	1080	0.536	0.469
3840	1080	0.537	0.47
3840	1080	0.538	0.472
3840	1080	0.538	0.474
3840	1080	0.538	0.476
3840	1080	0.537	0.478
3840	1080	0.537	0.479
3840	1080	0.536	0.479
3840	1080	0.535	0.48
3840	1080	0.534	0.481
3840	1080	0.533	0.482
3840	1080	0.533	0.484
3840	1080	0.532	0.487
3840	1080	0.53	0.494
3840	1080	0.529	0.505
